;carat;cut;color;clarity;depth;table;price;x;y;z;Volume
304;1.54;Premium;D;VS2;62.7;59.0;16921;7.33;7.29;4.58;244.73550600000002
305;0.43;Very Good;F;SI1;61.6;59.0;792;4.83;4.87;2.99;70.33107900000002
306;0.33;Premium;I;VVS1;61.9;60.0;780;4.44;4.41;2.74;53.650296000000004
307;0.9;Good;I;VVS1;62.4;61.0;3972;6.05;6.09;3.79;139.64065499999998
308;0.41;Very Good;E;SI1;63.2;56.0;1015;4.74;4.72;2.99;66.89467200000001
309;0.31;Ideal;G;IF;61.9;56.0;871;4.33;4.35;2.68;50.47914
310;1.54;Very Good;F;SI1;58.8;60.0;11650;7.54;7.59;4.45;254.66727
311;1.04;Ideal;G;VS2;62.5;57.0;6709;6.49;6.46;4.05;169.79787000000002
312;0.62;Ideal;E;SI1;61.7;54.0;2054;5.53;5.49;3.4;103.22298
313;0.9;Very Good;D;SI1;63.5;57.0;4304;6.15;6.11;3.89;146.17258500000003
314;0.36;Ideal;H;VS1;61.5;55.0;651;4.59;4.62;2.83;60.012414
315;0.3;Ideal;F;VVS1;62.1;55.0;1114;4.32;4.31;2.68;49.899456
316;1.4;Premium;I;VS1;61.6;59.0;7722;7.22;7.17;4.43;229.32958199999996
317;1.7;Very Good;H;SI2;60.8;56.0;10255;7.67;7.72;4.68;277.11403199999995
318;0.33;Ideal;G;VS1;61.8;56.0;666;4.42;4.45;2.74;53.893060000000006
319;1.06;Ideal;F;VS1;61.9;57.0;7345;6.53;6.55;4.05;173.22457500000002
320;0.4;Very Good;G;SI1;59.2;61.0;702;4.78;4.81;2.84;65.29671199999999
321;1.1;Ideal;J;SI2;60.1;57.0;4624;6.77;6.74;4.06;185.25698799999998
322;0.9;Fair;H;VS2;65.5;57.0;3226;6.05;6.01;3.95;143.62397499999997
323;0.32;Premium;G;VVS2;61.2;59.0;730;4.39;4.44;2.7;52.62732000000001
324;0.33;Ideal;E;VS1;62.7;57.0;1002;4.45;4.38;2.77;53.99007
325;0.73;Very Good;E;SI1;63.3;60.0;2523;5.65;5.7;3.59;115.61595000000001
326;1.51;Premium;G;SI1;62.4;62.0;10688;7.25;7.12;4.48;231.2576
327;2.07;Ideal;I;SI2;62.0;55.0;16337;8.22;8.12;5.07;338.404248
328;1.0;Premium;E;SI2;61.0;59.0;3752;6.4;6.33;3.89;157.59168
329;1.04;Very Good;H;SI1;63.1;58.0;4316;6.43;6.37;4.04;165.474764
330;1.21;Premium;F;VS2;60.1;55.0;8870;7.01;6.91;4.18;202.47543799999997
331;0.72;Ideal;H;VVS1;62.5;57.0;2946;5.7;5.73;3.57;116.59977
332;0.83;Very Good;E;SI1;62.1;58.0;3002;6.01;6.04;3.74;135.763496
333;1.17;Ideal;J;SI1;62.3;55.0;4883;6.74;6.77;4.21;192.10145799999998
334;0.28;Ideal;F;VS1;62.0;57.0;598;4.19;4.23;2.61;46.258857000000006
335;0.53;Ideal;E;VS2;62.4;56.0;1813;5.2;5.16;3.23;86.66736
336;1.0;Very Good;I;SI2;60.8;63.0;3276;6.41;6.34;3.88;157.680872
337;0.46;Premium;E;VS1;62.0;58.0;1294;4.95;4.98;3.08;75.92508000000001
338;0.34;Ideal;D;SI1;60.6;56.0;803;4.54;4.51;2.74;56.102596000000005
339;0.3;Very Good;E;VS2;62.9;58.0;658;4.22;4.24;2.66;47.594848000000006
340;1.01;Very Good;E;VS2;60.4;58.0;6666;6.47;6.51;3.92;165.10922399999998
341;1.26;Ideal;G;SI1;59.6;57.0;6738;7.08;7.04;4.21;209.839872
342;0.36;Ideal;F;VS1;61.6;56.0;819;4.62;4.64;2.85;61.094879999999996
343;2.01;Good;J;SI1;63.6;59.0;12257;7.96;8.01;5.08;323.898768
344;0.4;Very Good;E;SI1;63.5;57.0;882;4.72;4.7;2.99;66.33016
345;0.42;Ideal;J;VS1;60.9;57.0;663;4.83;4.86;2.95;69.24771000000001
346;0.91;Premium;G;SI2;61.3;60.0;3423;6.17;6.2;3.79;144.98265999999998
347;0.51;Ideal;G;IF;62.4;54.0;2096;5.12;5.17;3.21;84.96998400000001
348;0.32;Very Good;D;VS2;62.5;57.0;758;4.34;4.39;2.73;52.013597999999995
349;1.77;Premium;E;VS2;61.6;58.0;15278;7.78;7.71;4.77;286.122726
350;0.3;Premium;F;VVS2;61.6;58.0;737;4.28;4.35;2.66;49.52388
351;1.51;Very Good;D;SI2;63.2;59.0;7915;7.25;7.18;4.56;237.37079999999997
352;1.01;Ideal;E;SI1;61.6;57.0;5206;6.44;6.49;3.98;166.34648800000002
353;1.58;Premium;G;VS1;60.8;58.0;11380;7.58;7.52;4.59;261.637344
354;0.91;Premium;G;SI2;59.8;58.0;2813;6.3;6.29;3.77;149.39379000000002
355;0.7;Very Good;D;SI1;62.5;55.0;2862;5.67;5.72;3.56;115.459344
356;0.31;Ideal;D;SI1;62.3;54.0;571;4.33;4.37;2.71;51.278891
357;0.71;Premium;E;VS2;61.5;60.0;2858;5.76;5.68;3.52;115.163136
358;1.5;Good;J;VS2;63.6;58.0;7308;7.23;7.2;4.59;238.93704000000002
359;0.31;Ideal;D;SI1;61.3;56.0;565;4.36;4.41;2.69;51.722244
360;0.31;Ideal;H;VVS1;61.6;57.0;846;4.35;4.32;2.67;50.17464
361;1.06;Premium;E;SI1;60.8;58.0;5485;6.59;6.54;3.99;171.963414
362;0.32;Ideal;F;VS1;61.0;54.0;716;4.42;4.44;2.7;52.98696
363;1.01;Very Good;E;SI1;63.3;58.0;5077;6.39;6.37;4.04;164.445372
364;0.57;Ideal;D;VVS1;61.6;56.0;3126;5.33;5.35;3.29;93.815995
365;0.9;Very Good;F;VS2;63.4;58.0;4400;6.07;6.11;3.86;143.158522
366;0.46;Ideal;D;VS2;62.4;56.0;1298;4.98;4.95;3.1;76.41810000000001
367;0.9;Very Good;H;VS1;62.3;59.0;4592;6.12;6.17;3.83;144.622332
368;1.36;Very Good;D;VVS2;62.6;58.0;14236;7.06;7.21;4.47;227.53462199999998
369;0.54;Good;E;SI2;63.8;54.0;1163;5.17;5.18;3.3;88.37598
370;1.16;Ideal;H;SI1;62.2;54.0;6036;6.72;6.75;4.19;190.0584
371;2.13;Very Good;J;SI1;62.8;58.0;13996;8.13;8.17;5.12;340.08115200000003
372;0.43;Ideal;F;VS2;61.5;56.0;904;4.85;4.89;2.99;70.912335
373;0.7;Good;F;SI1;64.3;63.0;2059;5.58;5.55;3.58;110.86901999999999
374;1.01;Fair;E;SI2;64.6;59.0;3294;6.22;6.18;4.01;154.14279599999998
375;0.6;Premium;H;SI1;58.9;61.0;1341;5.54;5.5;3.25;99.0275
376;0.9;Good;F;VS1;63.3;59.0;4508;6.03;6.07;3.83;140.186043
377;0.71;Ideal;I;SI1;61.4;56.0;2376;5.73;5.77;3.53;116.70921299999999
378;0.32;Ideal;E;IF;62.6;55.0;1095;4.38;4.41;2.75;53.118449999999996
379;0.38;Very Good;H;VVS1;59.1;58.0;967;4.71;4.76;2.8;62.774879999999996
380;0.24;Very Good;D;VVS2;61.3;58.0;485;3.99;4.03;2.46;39.556062000000004
381;1.01;Ideal;E;SI1;62.1;54.0;5599;6.5;6.41;4.01;167.07665
382;0.9;Good;G;SI1;63.7;60.0;3669;6.11;6.07;3.88;143.90027600000002
383;0.41;Ideal;I;VS1;61.9;55.0;878;4.82;4.78;2.97;68.42761200000001
384;0.7;Premium;I;SI1;61.8;62.0;1914;5.69;5.64;3.5;112.3206
385;0.5;Premium;E;SI2;60.1;60.0;1262;5.13;5.05;3.06;79.27389
386;1.01;Ideal;F;SI1;62.3;58.0;5646;6.35;6.42;3.98;162.25266
387;0.42;Very Good;G;SI1;63.2;57.0;945;4.79;4.77;3.02;69.00186599999999
388;1.7;Ideal;J;VS2;62.5;57.0;9414;7.6;7.63;4.76;276.02288
389;0.52;Good;G;SI1;63.3;57.0;1244;5.08;5.11;3.22;83.58733600000002
390;0.4;Good;E;VVS2;58.5;60.0;1059;4.82;4.86;2.83;66.29331600000002
391;1.21;Ideal;H;SI2;62.6;56.0;5624;6.84;6.77;4.26;197.26696799999996
392;0.9;Very Good;H;SI2;62.3;61.0;3481;6.15;6.17;3.84;145.71072
393;0.65;Premium;D;VVS2;59.9;58.0;3003;5.69;5.63;3.39;108.597633
394;1.01;Good;J;SI1;58.8;57.0;3853;6.57;6.63;3.88;169.009308
395;0.92;Ideal;J;VS1;62.4;56.0;3332;6.23;6.19;3.88;149.627156
396;0.33;Ideal;G;IF;61.7;55.0;1052;4.47;4.45;2.75;54.701625
397;0.51;Ideal;F;SI1;61.1;55.0;1593;5.22;5.16;3.17;85.38458399999999
398;1.04;Premium;G;IF;61.3;58.0;9039;6.52;6.43;3.97;166.436692
399;1.07;Very Good;G;SI2;64.6;60.0;4340;6.35;6.4;4.12;167.4368
400;1.22;Ideal;G;VS2;62.0;55.0;8067;6.91;6.83;4.26;201.051978
401;0.71;Very Good;I;VVS1;63.5;57.0;2456;5.65;5.68;3.6;115.5312
402;0.78;Ideal;D;SI2;61.4;57.0;3454;5.91;5.94;3.64;127.78365600000002
403;0.9;Ideal;H;VS2;61.9;55.0;4133;6.22;6.19;3.84;147.846912
404;0.31;Ideal;D;VS2;61.5;56.0;734;4.34;4.37;2.68;50.82834400000001
405;0.92;Good;E;SI2;62.0;64.0;3153;6.2;6.16;3.83;146.27536
406;0.43;Ideal;I;VS1;61.8;55.0;1218;4.88;4.9;3.02;72.21424
407;0.3;Ideal;G;VS2;61.2;55.0;545;4.35;4.38;2.67;50.871509999999994
408;0.7;Ideal;E;VS2;62.5;55.0;2693;5.73;5.7;3.57;116.59977
409;0.32;Premium;E;VVS2;61.5;58.0;842;4.36;4.42;2.7;52.03224
410;0.46;Ideal;G;IF;62.1;56.0;1733;4.96;4.93;3.07;75.07009599999999
411;0.3;Ideal;G;VVS2;61.8;57.0;665;4.29;4.32;2.66;49.29724800000001
412;0.38;Ideal;H;VVS2;62.2;54.6;832;4.62;4.66;2.89;62.219388
413;2.04;Premium;H;SI1;62.5;61.0;18115;8.08;8.04;5.04;327.414528
414;0.47;Premium;H;VS1;60.3;61.0;1244;5.05;5.04;3.04;77.37407999999999
415;0.53;Ideal;D;VS2;61.7;55.0;1857;5.21;5.23;3.22;87.73952600000001
416;0.6;Very Good;D;VVS2;60.6;57.0;2897;5.48;5.51;3.33;100.54868400000001
417;0.71;Ideal;E;VS2;61.0;55.0;2863;5.79;5.75;3.52;117.18959999999998
418;0.45;Ideal;G;SI2;61.9;54.0;709;4.91;4.95;3.05;74.128725
419;1.04;Premium;I;SI1;61.8;60.0;4368;6.51;6.47;4.01;168.89999699999996
420;1.02;Premium;G;SI2;62.5;59.0;4370;6.42;6.37;4.0;163.5816
421;0.75;Good;E;SI2;63.8;55.0;2453;5.74;5.8;3.68;122.51456000000002
422;0.41;Premium;E;VS1;60.6;59.0;1153;4.8;4.77;2.9;66.3984
423;0.4;Ideal;E;VVS1;62.4;57.0;1333;4.67;4.72;2.93;64.584232
424;0.7;Fair;E;SI2;70.6;56.0;1828;5.45;5.35;3.81;111.090075
425;1.08;Very Good;G;VS2;60.6;58.0;6777;6.65;6.71;4.05;180.71707500000002
426;1.23;Ideal;G;VVS2;62.7;56.0;10317;6.81;6.84;4.28;199.364112
427;0.55;Ideal;E;SI2;62.0;56.0;1273;5.27;5.22;3.25;89.40554999999999
428;0.31;Very Good;F;VS2;62.9;56.0;625;4.3;4.32;2.71;50.34096
429;1.02;Very Good;G;VS1;62.6;58.0;6301;6.36;6.46;4.01;164.753256
430;0.64;Good;J;SI2;64.7;54.0;1141;5.39;5.43;3.5;102.43695
431;0.3;Premium;D;SI1;59.7;59.0;552;4.34;4.37;2.6;49.311080000000004
432;0.41;Premium;D;SI2;62.3;58.0;876;4.77;4.74;2.96;66.925008
433;0.76;Ideal;F;SI2;60.3;60.0;2624;5.86;5.89;3.54;122.184516
434;0.44;Premium;G;VVS1;60.9;59.0;1235;4.9;4.96;3.0;72.912
435;0.64;Very Good;D;SI1;62.2;55.0;1967;5.51;5.55;3.44;105.19691999999999
436;0.3;Ideal;E;VVS2;62.2;54.4;779;4.3;4.32;2.68;49.783680000000004
437;0.38;Ideal;E;VS1;61.4;56.0;920;4.66;4.69;2.87;62.724998000000014
438;0.38;Ideal;H;IF;60.0;60.0;1064;4.71;4.76;2.84;63.67166399999999
439;0.4;Ideal;E;VVS1;62.8;57.0;1397;4.71;4.65;2.94;64.39041
440;0.32;Ideal;G;VVS2;61.6;55.0;936;4.42;4.41;2.72;53.018784000000004
441;1.51;Ideal;D;SI1;59.5;57.0;12738;7.56;7.46;4.47;252.09727199999998
442;2.04;Ideal;H;SI2;62.0;56.0;16319;8.18;8.23;5.09;342.66592599999996
443;1.2;Ideal;J;VS1;61.8;55.0;5040;6.81;6.76;4.19;192.889164
444;0.39;Very Good;G;IF;63.5;56.0;1271;4.67;4.65;2.96;64.27788000000001
445;1.09;Ideal;J;SI1;61.4;55.0;4565;6.61;6.67;4.08;179.881896
446;1.01;Ideal;I;SI1;60.6;57.0;3999;6.51;6.56;3.96;169.114176
447;1.2;Ideal;G;VS2;62.8;54.0;8414;6.75;6.79;4.25;194.788125
448;1.01;Good;F;VS1;59.0;62.0;6794;6.56;6.6;3.88;167.98847999999995
449;0.54;Ideal;H;SI1;62.2;56.0;1240;5.26;5.19;3.25;88.72305
450;1.51;Premium;H;SI1;60.6;59.0;10519;7.45;7.41;4.5;248.42025
451;0.31;Ideal;F;IF;62.0;55.0;914;4.36;4.38;2.71;51.752328000000006
452;0.51;Ideal;E;VS1;62.0;57.0;1841;5.11;5.15;3.18;83.68647000000001
453;0.3;Very Good;E;VVS2;59.7;57.0;622;4.37;4.43;2.62;50.720842
454;2.05;Premium;H;SI2;62.5;58.0;16431;8.12;8.08;5.06;331.984576
455;1.03;Very Good;G;SI1;59.4;60.0;5353;6.61;6.66;3.94;173.44904400000001
456;0.72;Ideal;F;SI2;62.0;55.0;2224;5.75;5.79;3.58;119.18714999999999
457;1.01;Premium;F;VS2;59.9;61.0;6097;6.5;6.46;3.88;162.9212
458;0.41;Ideal;E;VS2;61.8;57.0;999;4.78;4.76;2.95;67.12076
459;1.31;Premium;J;SI1;59.4;60.0;5446;7.06;7.12;4.21;211.62491199999997
460;1.0;Premium;D;SI2;60.8;60.0;4295;6.45;6.41;3.91;161.65699500000002
461;0.32;Very Good;I;VVS1;60.1;61.0;589;4.4;4.45;2.66;52.082800000000006
462;0.31;Ideal;G;VVS1;61.8;54.0;789;4.39;4.41;2.72;52.658928
463;1.14;Ideal;E;VVS2;62.3;55.0;10512;6.68;6.71;4.17;186.911076
464;0.39;Very Good;H;VVS1;61.5;56.0;926;4.7;4.73;2.9;64.46990000000001
465;0.7;Very Good;D;VS2;61.2;60.0;3131;5.73;5.77;3.52;116.378592
466;0.31;Premium;D;IF;60.2;59.0;1167;4.39;4.42;2.65;51.42006999999999
467;1.0;Good;G;VS2;62.7;58.0;5068;6.24;6.33;3.94;155.626848
468;1.17;Ideal;D;SI2;62.7;57.0;5842;6.7;6.72;4.21;189.55104
469;0.31;Ideal;J;VS2;62.2;55.0;396;4.32;4.36;2.7;50.85504000000002
470;0.5;Very Good;H;SI1;63.1;55.0;984;5.09;5.02;3.19;81.51024199999999
471;0.52;Premium;E;VS2;60.7;58.0;1815;5.21;5.17;3.15;84.847455
472;0.3;Premium;G;VVS2;62.6;58.0;684;4.27;4.29;2.68;49.09304399999999
473;0.3;Good;G;VS1;63.6;57.0;605;4.23;4.26;2.7;48.65346
474;1.01;Very Good;G;SI1;63.2;59.0;5113;6.36;6.32;4.01;161.18275200000002
475;0.33;Ideal;I;IF;62.1;55.0;694;4.41;4.44;2.75;53.8461
476;0.7;Very Good;I;SI1;62.2;58.0;2136;5.63;5.66;3.51;111.848958
477;0.33;Premium;I;VS2;61.0;61.0;594;4.46;4.43;2.71;53.543638
478;1.2;Premium;E;SI1;60.3;57.0;7362;6.98;6.84;4.17;199.089144
479;0.52;Good;F;SI1;63.6;62.0;1357;5.07;4.96;3.2;80.47104000000002
480;0.29;Very Good;F;VVS2;63.1;57.0;664;4.22;4.3;2.69;48.81273999999999
481;0.84;Very Good;D;SI1;59.9;54.0;4205;6.2;6.23;3.72;143.68872000000002
482;0.38;Very Good;F;SI1;61.5;54.0;660;4.69;4.71;2.89;63.839811000000005
483;1.06;Very Good;F;SI1;59.6;60.0;5491;6.61;6.68;3.96;174.85300800000002
484;0.36;Ideal;I;VS1;62.1;56.0;568;4.55;4.59;2.84;59.31197999999999
485;1.12;Premium;H;SI2;62.0;57.0;4641;6.68;6.61;4.12;181.917776
486;1.01;Good;E;VS1;63.6;57.0;7665;6.41;6.35;4.06;165.25620999999998
487;1.5;Ideal;G;SI2;61.4;56.0;8580;7.34;7.38;4.52;244.84478399999995
488;0.81;Good;E;I1;64.1;59.0;2608;5.89;5.85;3.76;129.55643999999998
489;0.7;Premium;E;SI1;61.3;58.0;2777;5.71;5.68;3.49;113.19047200000001
490;0.44;Ideal;H;SI1;61.9;57.0;733;4.9;4.92;3.04;73.28832
491;1.2;Premium;G;VS1;62.8;58.0;8602;6.84;6.75;4.27;197.14589999999998
492;0.41;Ideal;H;VS2;61.5;55.0;743;4.78;4.81;2.95;67.82581
493;0.32;Good;D;SI1;63.8;55.0;706;4.36;4.35;2.78;52.72548
494;0.7;Very Good;I;SI1;62.7;56.0;1918;5.64;5.68;3.55;113.72495999999998
495;1.26;Ideal;J;VS1;62.2;58.0;6332;6.88;6.92;4.29;204.245184
496;0.83;Premium;F;VS2;60.2;60.0;3557;6.04;6.09;3.65;134.26014
497;0.4;Ideal;E;VVS1;62.6;56.0;1333;4.7;4.73;2.95;65.58145
498;1.23;Ideal;H;VS2;62.2;55.0;7130;6.81;6.85;4.25;198.25612499999997
499;1.5;Very Good;G;SI2;63.1;57.0;9384;7.29;7.25;4.59;242.592975
500;1.01;Very Good;E;SI1;61.9;56.0;5759;6.33;6.41;3.94;159.866682
501;2.75;Ideal;D;I1;60.9;57.0;13156;9.04;8.98;5.49;445.673808
502;0.42;Premium;G;VS2;60.6;58.0;847;4.83;4.88;2.94;69.296976
503;0.51;Ideal;G;VVS1;61.4;56.0;1963;5.14;5.15;3.16;83.64836000000001
504;1.55;Ideal;J;SI1;61.7;54.0;7987;7.42;7.55;4.62;258.81702
505;0.4;Very Good;H;SI1;62.6;58.0;666;4.68;4.72;2.94;64.943424
506;0.73;Ideal;D;SI1;61.8;56.0;3189;5.8;5.76;3.57;119.26656
507;0.31;Very Good;H;VS2;63.1;57.0;628;4.32;4.27;2.71;49.989744
508;0.36;Premium;G;IF;62.5;60.0;1148;4.53;4.49;2.82;57.357954
509;1.51;Very Good;D;VS2;62.3;59.0;14112;7.29;7.34;4.56;243.999216
510;0.22;Premium;F;SI1;60.4;61.0;342;3.88;3.84;2.33;34.715136
511;1.03;Ideal;I;VS1;60.9;56.0;5206;6.52;6.59;3.99;171.437532
512;0.78;Premium;F;SI2;62.8;56.0;2200;5.9;5.86;3.69;127.57806000000002
513;0.8;Very Good;H;VS2;63.4;60.0;2797;5.92;5.82;3.72;128.170368
514;2.22;Fair;H;I1;70.1;55.0;6564;7.77;7.74;5.44;327.16051200000004
515;0.7;Ideal;F;VS1;61.0;58.0;3162;5.74;5.76;3.51;116.04902399999997
516;0.54;Ideal;F;VVS2;62.0;55.0;2454;5.24;5.25;3.25;89.4075
517;0.5;Very Good;E;SI1;63.3;59.0;1415;5.03;4.99;3.17;79.566049
518;0.93;Good;G;SI1;58.8;61.0;4405;6.36;6.39;3.75;152.4015
519;0.52;Ideal;E;VS2;61.3;55.0;1712;5.18;5.2;3.18;85.65648
520;0.56;Ideal;G;SI1;62.3;53.0;1591;5.31;5.28;3.3;92.52144
521;0.72;Ideal;H;VVS1;60.8;58.0;3180;5.77;5.8;3.52;117.80031999999999
522;0.73;Ideal;D;VS2;61.6;56.0;3464;5.78;5.82;3.57;120.093372
523;1.15;Premium;G;SI1;62.6;58.0;5851;6.71;6.65;4.18;186.51787000000002
524;0.3;Premium;G;SI1;60.1;62.0;574;4.37;4.35;2.62;49.80489
525;0.66;Good;G;VS1;59.0;62.0;2055;5.66;5.72;3.35;108.45692
526;0.35;Very Good;H;VVS1;62.6;57.0;798;4.45;4.47;2.79;55.497285000000005
527;1.2;Very Good;H;I1;58.6;57.0;3696;6.96;7.01;4.09;199.549464
528;0.35;Ideal;F;VS1;62.8;54.0;754;4.5;4.54;2.84;58.02119999999999
529;0.41;Ideal;E;VS1;61.7;57.0;1153;4.8;4.76;2.95;67.4016
530;0.97;Good;I;VS2;64.5;61.0;4355;6.16;6.21;3.99;152.631864
531;0.91;Ideal;F;SI2;62.0;56.0;4642;6.2;6.22;3.85;148.47140000000002
532;0.57;Ideal;G;VS1;61.3;56.0;1851;5.34;5.36;3.28;93.881472
533;0.3;Ideal;G;VVS1;61.7;57.0;764;4.31;4.35;2.67;50.058494999999986
534;0.32;Ideal;G;VS2;61.8;57.0;561;4.38;4.42;2.72;52.658112
535;0.9;Very Good;F;SI1;61.4;58.0;4379;6.18;6.23;3.81;146.690334
536;0.41;Good;D;SI1;63.8;56.0;947;4.72;4.68;3.0;66.2688
537;1.27;Premium;I;VS1;62.2;59.0;6532;6.92;6.87;4.29;203.948316
538;0.92;Very Good;F;SI2;62.9;58.0;3763;6.18;6.22;3.9;149.91443999999998
539;0.71;Ideal;E;VS2;61.8;57.0;3301;5.69;5.74;3.53;115.291918
540;1.09;Premium;H;VS2;62.3;57.0;5993;6.63;6.53;4.1;177.50499
541;0.55;Very Good;E;VS2;61.6;60.0;1719;5.23;5.27;3.23;89.025583
542;0.31;Ideal;G;VS1;62.1;55.0;625;4.33;4.36;2.7;50.97276000000001
543;1.02;Ideal;F;SI2;61.8;57.0;4832;6.49;6.43;3.99;166.505493
544;0.41;Ideal;F;VS1;61.9;55.0;1007;4.76;4.8;2.96;67.63007999999999
545;0.9;Ideal;F;I1;61.8;57.0;2611;6.13;6.2;3.81;144.80286
546;1.24;Ideal;F;VVS2;62.0;57.0;12059;6.86;6.91;4.27;202.40910200000002
547;0.9;Premium;E;SI2;60.8;60.0;3662;6.21;6.25;3.79;147.099375
548;1.15;Good;F;SI2;63.8;57.0;4437;6.65;6.6;4.23;185.65470000000002
549;1.74;Ideal;H;VS2;61.5;55.0;13761;7.79;7.73;4.77;287.233659
550;0.28;Very Good;F;VS2;62.7;58.0;487;4.14;4.15;2.6;44.67060000000001
551;0.9;Very Good;H;SI2;62.9;57.0;3160;6.09;6.16;3.85;144.43044
552;1.57;Premium;G;SI1;59.5;58.0;10914;7.56;7.61;4.51;259.467516
553;0.25;Ideal;G;VS1;62.5;55.0;454;4.0;4.02;2.51;40.36079999999999
554;1.29;Ideal;J;SI1;61.6;58.0;5607;6.96;6.99;4.3;209.19672
555;0.41;Premium;E;VVS1;61.2;62.0;1241;4.78;4.76;2.92;66.438176
556;0.35;Ideal;E;VS2;62.4;57.0;767;4.52;4.55;2.83;58.20178
557;0.85;Ideal;E;SI1;60.7;57.0;4181;6.11;6.14;3.72;139.557288
558;0.24;Ideal;H;VVS1;60.7;57.0;504;4.02;4.05;2.44;39.72564
559;1.15;Ideal;F;VVS2;62.1;55.0;8743;6.69;6.74;4.17;188.027802
560;0.9;Premium;G;VS2;61.7;57.0;4637;6.21;6.11;3.8;144.18377999999998
561;1.24;Ideal;J;SI1;61.8;57.0;4875;6.92;6.86;4.26;202.227312
562;0.51;Very Good;H;VS1;62.3;57.0;1628;5.1;5.12;3.18;83.03616
563;1.21;Very Good;H;VS2;62.9;57.0;6189;6.75;6.8;4.26;195.534
564;0.7;Good;G;SI1;64.0;55.0;2016;5.62;5.59;3.59;112.78272199999999
565;0.9;Very Good;D;SI1;63.3;57.0;4304;6.12;6.07;3.86;143.392824
566;0.36;Premium;G;SI2;60.8;58.0;608;4.61;4.57;2.79;58.77888300000001
567;1.02;Premium;H;I1;62.5;60.0;3199;6.41;6.39;4.0;163.8396
568;1.21;Ideal;H;VS2;62.9;57.0;6302;6.8;6.75;4.26;195.534
569;1.69;Premium;I;I1;62.4;60.0;6436;7.59;7.56;4.73;271.409292
570;0.32;Ideal;G;VS2;61.6;57.0;561;4.39;4.41;2.71;52.465329
571;0.5;Ideal;G;SI1;62.2;56.0;1173;5.13;5.08;3.17;82.611468
572;0.7;Very Good;H;VS2;62.3;56.0;2276;5.66;5.7;3.54;114.20748
573;0.72;Very Good;E;SI1;57.9;58.0;2610;5.92;5.96;3.44;121.374208
574;0.75;Ideal;G;VS1;62.3;57.0;2973;5.83;5.86;3.64;124.356232
575;1.0;Premium;E;SI2;59.9;55.0;3612;6.48;6.4;3.86;160.08192000000003
576;0.34;Ideal;E;VVS1;62.0;56.0;1084;4.52;4.48;2.79;56.496384000000006
577;0.34;Ideal;I;VS1;62.0;56.0;555;4.5;4.53;2.8;57.078
578;0.49;Good;F;VS1;58.5;61.5;1294;5.18;5.21;3.04;82.042912
579;2.24;Ideal;F;SI2;60.3;59.0;17989;8.47;8.5;5.12;368.61440000000005
580;2.02;Very Good;I;SI2;63.3;59.0;11390;7.93;8.0;5.04;319.7376
581;0.5;Very Good;E;VS2;63.4;58.0;1583;5.08;5.05;3.21;82.34934
582;0.61;Ideal;E;VS2;59.7;57.0;2115;5.57;5.52;3.31;101.770584
583;0.59;Premium;F;SI1;62.4;59.0;1561;5.37;5.33;3.34;95.597814
584;1.01;Fair;E;VS2;64.8;59.0;4972;6.34;6.26;4.08;161.92867199999998
585;0.7;Very Good;F;SI1;63.2;57.0;2423;5.68;5.62;3.57;113.96011199999998
586;1.03;Premium;I;SI1;62.0;58.0;3749;6.46;6.41;3.99;165.220314
587;0.72;Ideal;D;SI2;62.7;55.0;2670;5.72;5.7;3.58;116.72232
588;0.34;Ideal;H;VS1;62.4;55.0;615;4.48;4.5;2.8;56.44800000000001
589;0.32;Ideal;G;VS1;61.8;55.0;559;4.42;4.45;2.74;53.893060000000006
590;0.62;Ideal;G;VVS2;61.6;56.0;2861;5.45;5.48;3.37;100.64842000000002
591;1.51;Very Good;E;SI2;62.8;59.0;9058;7.24;7.31;4.57;241.864508
592;1.04;Very Good;F;SI2;60.0;61.0;4427;6.5;6.57;3.92;167.40359999999998
593;1.25;Premium;I;SI1;59.7;59.0;5293;6.97;7.03;4.18;204.81623799999997
594;0.3;Ideal;F;VVS1;62.4;57.0;790;4.25;4.28;2.66;48.385400000000004
595;0.71;Very Good;G;VS2;63.5;57.0;2454;5.61;5.64;3.57;112.956228
596;0.3;Ideal;G;IF;62.1;55.0;956;4.35;4.31;2.69;50.43346499999999
597;0.72;Very Good;G;VS1;60.1;63.0;3024;5.86;5.82;3.51;119.709252
598;0.35;Premium;E;VS2;60.4;60.0;767;4.52;4.55;2.74;56.35084
599;0.38;Premium;E;VS2;62.2;59.0;1112;4.67;4.63;2.89;62.487869
600;0.33;Ideal;D;VS2;62.5;56.0;781;4.43;4.46;2.78;54.926683999999995
601;1.1;Premium;H;SI2;59.2;59.0;3388;6.8;6.74;4.01;183.78632
602;0.33;Very Good;E;SI1;63.1;56.0;693;4.45;4.42;2.8;55.0732
603;1.0;Very Good;G;VS2;63.5;59.0;5967;6.33;6.23;3.99;157.34924100000003
604;0.3;Very Good;H;SI1;60.8;61.0;421;4.25;4.3;2.6;47.515
605;1.01;Very Good;D;SI1;61.5;61.0;5542;6.37;6.47;3.95;162.79490500000003
606;1.5;Very Good;H;SI2;62.3;60.0;7775;7.28;7.22;4.52;237.57843199999996
607;0.39;Ideal;F;VVS2;61.6;55.0;988;4.71;4.74;2.91;64.966914
608;0.41;Ideal;D;VS2;61.5;57.0;1007;4.77;4.79;2.94;67.17400199999999
